品牌,商品名稱,月份,分數,內容
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,謝謝LANCÔME 蘭蔻及@cosme提供試用機會～～ 身為一個黑眼圈及眼下乾燥重症患者的必備保養品絕對是眼霜 趁早開始保養眼周可以提前預防小細紋增生！ 這次全新上市的「超極限肌因撫紋眼霜 #小黑眼霜PRO」 主打抗老撫紋，1瓶就能逆轉6年眼周老化 完全就是眼膜級的撫紋眼霜 可能因為是抗老眼霜，個
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,天呀~~~太驚喜了呀~!!! 我最近一直覺的眼周很乾， 常常上完妝後覺的眼周浮粉的狀況， 真的是我竟然沒發現有抽中這個驚喜眼霜， 直到收到商品還滿是問號? 是不是太懂我最近的心聲了~ 是乳霜質地有淡淡的香氣， 擦起來完全沒有黏膩感， 非常好吸收，滑順好推比較不會拉扯到眼皮， 擦完摸起來有柔嫩感， 光這
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,4,LANCÔME的 超極限肌因撫紋眼霜(小黑眼霜 PRO)算是我用過他們家質地最滋潤的一款眼霜了。推開時是偏濃的奶霜感，延展很快、吸收速度不慢，但總覺得手上會有一點黏黏的；它的香味也比其他款突出，典型的小黑 PRO 味道，偏濃郁，如果對香氣敏感的人可能需要先試試。• β-葡聚醣：同源於小黑瓶 PRO，主
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,LANCÔME 蘭蔻 超極限肌因撫紋眼霜(小黑眼霜PRO)之前買蘭蔻小黑瓶的時候 櫃姐給我的眼霜試用 不愧是2025年眼部保養第一名 滋潤跟保濕的部分都很有感不僅擦在眼周 我也會擦在嘴角和脖頸部分 輕柔按摩 幫助吸收擦完不會覺得黏膩 不過敏也沒有長肉芽 20ml的容量 大約可以使用8個月(只晚上擦)
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,📍【試用心得】LANCÔME 蘭蔻 超極限肌因撫紋眼霜 使用一週，眼周細紋真的有變淡 ✨ 不會長肉芽，對輕熟齡肌超友善～ 最近在百貨公司拿到了一包 LANCÔME 蘭蔻 超極限肌因撫紋眼霜 的試用包，這款是和他們家知名的小黑瓶眼部精華“小冰珠”同系列的產品，但質地更滋潤、撫紋效果也更有感，以下是我一
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,超級感謝cosme這次讓我體驗專櫃大牌LANCÔME 蘭蔻「超極限肌因撫紋眼霜」💖 雖然是小小的試用規格但還是非常興奮🥰 他的容量5ml 小巧可愛，也非常適合旅行攜帶 打開瓶蓋它的質地是業界獨創的「水凝膜質地」，看起來很濃稠的樣子 但是擦起來馬上就吸收，不粘膩、不油、不厚重喔😍 我的眼周其實因
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,謝謝@cosme及LANCOME，身為10多年來一直是小黑瓶的鐵粉，這次收到全新升級的「小黑眼霜PRO」試用實在是人品大爆發，縱使手邊還有許多眼霜存貨也抱著先睹為快的心情趕緊開箱，看它暱稱叫小黑眼霜PRO，感覺是眼周保養也要講求PRO級保養，最適合個性虛華的我能不用一下嗎（左手背拍右手心） 縱使是5m
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,感謝@cosme提供試用的機會，很開心能抽到蘭蔻的#小黑眼霜PRO， 之前有用過他們家的小黑瓶精華液，覺得很不錯， 這次試用的是新上市的小黑瓶系列眼霜 跟大家熟知的小黑瓶精華一樣的銀蓋黑瓶身 就算是試用瓶，瓶蓋一樣有玫瑰logo，很精緻 白色霜狀的質地，非常淡的香味，算是比較稠的眼霜， 但使用時不黏
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,"謝謝 @cosme 讓我有機會體驗 LANCÔME 蘭蔻 超極限肌因撫紋眼霜 我的膚況 夏天出油,冬天偏乾 標準的混合肌 這次體驗的居然是即將上市的新品撫紋眼霜 真是讓我很開心,最近也是在找眼霜,畢竟眼周皮膚比較薄,必須要好好的加強保養 首先這是試用品的外觀,一樣有漂亮的玫瑰花 打開來後靠近"
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,有使用新版本的 超極限肌因賦活露 對這個小黑瓶使用上感覺不錯 且好吸收且有改善肌膚感受 有幸能體驗這份新品:超極限肌因撫紋眼霜 謝謝@Cosme能參與新品使用 收到體驗 有基本的封裝 有像在momo保養品包裝 有單一的封套及基本進口商品說明標籤 可以初步判別及認識手上的保養品 此份體驗以5ML的份
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,4,來分享蘭蔻的「超極限肌因撫紋眼霜」💓這個我也是前前後後用了滿多小樣，真心感謝櫃姐的愛☺️❤️帶有淡香 很滋潤 沒有說很好推 塗抹的期間沒有亂長東西 眼周就是呈現保濕柔嫩 沒有什麼其他發現 這篇使用心得分享給大家～😄💓
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,剛好在季節交替時體驗蘭蔻的 超極限肌因撫紋眼霜 #小黑眼霜pro！ 我本身是混合肌T字偏油，兩頰偏乾，眼下也很乾，常常化妝要遮眼下淚溝都會卡粉QQ… 這款小黑眼霜使用起來跟我以往使用的眼霜質地不太一樣，以往大多是乳狀，這款小黑眼霜的質地介於凝膠狀跟乳狀中間，使用上不會太厚重但又保有他的保濕度！ 是蘭蔻
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,這次抽到的蘭蔻超極限肌因撫紋眼霜我很喜歡，主要是他的的質地偏濃稠但實際擦在眼周的感覺很舒服不黏膩，有點像蘭芝晚安凍膜再稠一點，使用上可以厚塗在眼周當晚安眼膜，這也是我最喜歡的方式，睡前塗厚一層在眼周隔天早上完全吸收，且會覺得很保濕，撫紋的效果我是覺得之後上妝比較不會卡紋，如果前一天沒有使用上妝會較乾，
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,很開心獲得這次 LANCÔME 蘭蔻 超極限肌因撫紋眼霜的試用機會！ 這款小暱稱『小黑眼霜PRO』，添加了全新醫學級成分，以微分子型態針對眼周密集抗老。 據說實證使用一瓶後能逆轉6年的眼周老化跡象！使用後可幫助眼周平滑度提升、減少細紋皺紋 以及黑眼圈！ 並且首創水凝膜質地！快速吸收後由水轉薄
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,感謝收到LANCÔME 蘭蔻 & @cosme 試用邀請~ 這次體驗-超極限肌因撫紋眼霜(小黑眼霜PRO) 之前使用過舊版跟新版的小黑瓶都很合適、喜歡~ 有機會試用到這個月新推出的小黑眼霜PRO很開心 「小黑眼霜PRO」添加蘭蔻明星醫學級成分「β-葡聚醣」， 並以微分子型態針對眼周
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,這次很高興能抽到蘭蔻的眼霜 一搜尋發現是今年4/1才會上市的新品！ “超極限肌因撫紋眼霜” 超級興奮且期待～～～質地有點像面霜，不是很水潤的質地 沒有什麼濃郁或有記憶點的香味 平常我是隨意沾在無名指上 利用手的溫度 兩指互相搓揉才上在眼周⬆️ 我的素眼，只有擦化妝水 可以看到我眼周細紋蠻多的 😌 還
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,感謝@cosme以及LANCÔME 蘭蔻提供試用機會，本次體驗的傳品為「超極限肌因撫紋眼霜」。 由於本身肌膚偏乾，加上這季冬天乾冷的程度較往年久，眼霜類產品過去都較偏好滋潤度高一點的，像是絕對完美系列的眼霜就深得我心，其實已經好一陣子沒使用質地這麼輕的眼霜了。 剛好最近天氣開始變熱，早上妝前保養要換成
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,外觀，跟小黑瓶一樣是黑色的 感謝蘭蔻跟urcosme 提供的試用 質地：很清爽的霜狀 介紹 一瓶逆轉6年眼周老化 眼膜級撫紋！超越亮眼更年輕 【添加新成分！眼周抗老超有感】 全新小黑眼霜PRO，添加超極限家族明星醫學級β-葡聚醣成分，並以微分子型態針對眼周深入密集抗老，實證使用1瓶後能逆轉6
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,這次試用蘭蔻新的眼霜真的很驚艷！ 質地非常喜歡 是比較濃潤的凝乳質地 保有小黑系列的清爽 但是也有達到潤澤的效果 覺得各種膚質都會喜歡的質地～ 原本未保養前的紋路明顯 抹上升級版的小黑眼霜後 會形成舒適保水的薄膜 肌膚看起來柔嫩 紋路也不明顯了 味道很舒服好聞 沒有過多的香精味 每天使用都很療
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,"首先，非常感謝得到這次試用""LANCÔME 蘭蔻「超極限肌因撫紋眼霜」"" 這一款商品，非常感謝。 罐裡的眼霜量真的很多，打開蓋子有嚇一跳哈。 眼霜的質地，是很滋潤的霜感，一開始也有擔心，會不會引起肉芽、痘痘、粉刺之類的問題， 結果完全沒有!!!反而有一種被保濕護著的感受。我在眼周塗抹上去後，圍著眼周"
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,有眼周細紋多的困擾 抽到試用真的很開心 第一次試用蘭蔻家的眼霜 這系列聽起來就很高級 迫不急待來試用質地是比較厚實一點的乳霜感(優格感) 淡淡的香味專櫃高級感 全新小黑眼霜PRO，1瓶逆轉6年眼周老化！ 眼膜級撫紋力，年輕更亮眼！ 眼周細紋能淡化的話真的很吸引人目前使用一周下來 舒適不悶不長肉芽 有
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,這次的市調產品是蘭蔻的超極限肌因撫紋眼霜 有一個簡稱叫做小黑眼霜 主打有葡聚醣成分 可以對抗細紋減少黑眼圈 因為才使用不到兩個禮拜 不太可能有明顯撫紋效果 我針對質地跟使用感受來講一下感想好了 首先看照片可以看出眼霜的水光感 味道不會很濃郁 聞起來沒有什麼香精味反而像是原料的味道 但是味道非常淡一
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,感謝意外抽到的試用機會（完全忘記了（X 這次試用的眼霜，以前也有使用過，好像也是買精華的贈品🤔 沒有很深的印象，算是中規中矩的產品吧⊙ω⊙ 進入正題～ 本體是一般的膏狀，使用不會很黏，算清爽的眼霜，因為目前正在用別的眼霜，所以我當面霜用了
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,第一次使用蘭蔻眼霜超極限肌因撫紋眼霜是味道沒有很重的乳霜質地 擦起來非常滑順不黏膩且非常好吸收 從收到商品到現在使用差不多10天 撫紋及淡化的效果沒有這麼明顯 可能還要將使用時間拉長來測試 但對於眼周的保濕效果非常的好! 明顯感覺到隔天上妝比較不會浮粉! 而且最怕的長小肉芽問題也都沒有發生 期待將這罐
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,眼周是最容易透露年齡的部位， 特別是上了年紀之後特別注重眼周的保養。 這次試用lancome的小黑眼霜， 是新的升級版，成分感覺蠻厲害的。 覺得整體感覺不錯，質地不厚重， 感覺任何膚質都適合的那種。 延展性很好，很舒服的質地， 不是那麼厚重的霜狀， 而是比較像水凝膜的感覺， 好吸收，不粘膩。 用起來
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,"小黑瓶和小冰珠都是我的愛用,收到新品眼霜超開心! 感謝@cosme~~超極限肌因撫紋眼霜的水凝膜質地延展性很棒 吸收很快潤澤度也很有感 可以薄擦也可以奢華的敷一層當眼膜薄擦改善乾紋的效果就非常好(兩眼用量約如圖) 吸收後會有很些微的成膜感,澎潤度我很喜歡 後續上妝也不影響很棒!多挖一點厚敷過一次,隔天"
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,專為改善眼周細紋與乾燥問題設計，質地為輕盈乳霜狀，帶有絲滑感，塗抹後能迅速被肌膚吸收，不會油膩或產生厚重感。眼周肌膚立即感覺柔軟潤澤，長期使用可改善乾紋和細小表情紋，讓眼周膚質更平滑。 產品中含有肌因修護成分與保濕複合物，能加強眼周屏障功能，同時提升肌膚彈性與緊緻感。持續使用1–2週後，部分使用者可感
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,超極限肌因撫紋眼霜 (小黑眼霜PRO) 已經好久好久沒用眼霜了！ 要找到對盤的眼霜真難 不是遇到會燻眼、黏膩 然後就是長小肉芽🥲小黑眼霜裡頭的微分子β-葡聚醣 一抹就立刻吸收、不黏膩！ 也完全不燻眼！ 幾天用下來也沒有長小肉芽 本身黑眼圈很深 所以沒有感覺到有淡化 但至少眼周保濕度很好 保濕做足夠，才
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,感謝UrCosme&LANCÔME 蘭蔻提供試用「超極限肌因撫紋眼霜」的機會。 本人使用眼霜用量都非常少，平常也不敢買太厚重的 眼霜的質地是白色的乳霜質地，沒有什麼奇怪的怪味 這款剛擦上有點黏黏的感覺，但是塗抹在眼周推開時很快就吸收了！ 包裝是像這樣的轉開開放式的，但因為台灣氣候比較悶熱， 所
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,其實眼霜對我來說是又愛又恨，雖然已是熟齡肌膚，不過眼周保養品很常引起困擾，霜狀容易長小肉芽，精華液有時不夠力，所以眼霜真的很難選擇。 本次試用的是LANCÔME 蘭蔻「超極限肌因撫紋眼霜」，當然蘭蔻一向是我個人很愛用的品牌，打開蓋子聞到屬於專櫃保養品的香味，就非常期待這次的試用。 商品說明提到這是全新
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,白色的乳霜質地，非常好推開，延展性佳 雖然是霜狀，但實際使用起來質地清爽、不油膩 塗抹在眼周後很快就能被肌膚吸收 吸收後會在眼周形成一層薄薄的保護膜 但那種包覆感不會令人感到悶重或不適 連續使用幾天後，能明顯感受到眼周肌膚的保濕度提升不少 特別是在上妝時，眼下卡粉的情況大幅減少 就連乾紋也變得比較不
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,長期使用3C真的要好好保養眼周 從年輕就要開始對抗初老 眼霜的質地白色乳霜有滋潤的感覺 保濕度很好，使用不會很黏 延展性很好，好推勻吸收 睡前擦也很清爽不會黏頭髮 我是以點壓式塗抹，香味淡淡的 不長肉芽眼部也水嫩嫩的 輕盈潤澤無負擔
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,謝謝LANCÔME 蘭蔻及@cosme提供試用「超極限肌因撫紋眼霜 #小黑眼霜PRO」5ML試用 全新小黑眼霜PRO，添加超極限家族明星醫學級β-葡聚醣成分，並以微分子型態針對眼周深入密集抗老，實證使用1瓶後能逆轉6年的眼周老化跡象，使眼周平滑度+43%！ 蘭蔻首創全新「水凝膜質地」，一抹瞬化吸收
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,超極限肌因撫紋眼霜 我覺得眼周保濕真的非常重要 所以平時都有在用眼霜的習慣 這次試用的產品是超極限肌因撫紋眼霜 它是白色的霜狀質地，淡淡好聞的香味 帶有一點厚實的一款眼霜 也是一種水凝膜的質地 眼霜的延展性很好、吸收力好 好推勻、好吸收、不會過於厚重感 使用後的眼周觸感非常的柔嫩
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,我最近開始使用 LANCÔME 蘭蔻超極限肌因撫紋眼霜，效果讓我非常驚艷。它的質地非常絲滑、好推開，吸收速度快，上眼後不會有黏膩或厚重感，反而帶來一種輕盈保濕的舒適感。我是乾性肌膚，眼周特別容易乾紋、細紋明顯，但這款眼霜用了一兩週後，細紋真的有變得比較淡，看起來比較不疲憊，整體眼周狀態感覺緊緻又有彈性
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,感謝@cosme和LANCOME給予機會試用「超極限肌因撫紋眼霜」，之前用過明星商品小黑瓶，很喜歡它的亮白保濕效果，所以對同系列的眼霜也很感興趣，這次抽到5ml試用瓶，真的非常幸運，再次感謝@cosme和LANCOME。 「超極限肌因撫紋眼霜」質地是白色濃稠的乳霜，味道與小黑瓶相似，有著淡淡的酵母香味
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,此為COSME提供的試用機會，以眼霜來說，5ml可以用好一陣子，也是還不錯 平常就有在用蘭蔻的小黑瓶，眼部保養產品是第一次接觸， 蠻期待可以試用到打開時有點嚇一跳，因為看起來有點紮實感，擔心會不會太過厚重 推開時也能感覺是蠻有存在感的，有點凝膠加霜狀的觸感，是滑順好推的，不過我第一次使用時有點起屑，不
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,LANCOME超極限肌因撫紋眼霜真的太驚艷了！它的質地是那種濃稠感的乳霜狀，有點像濃郁的奶油霜，一開始還以為會不會太滋潤，但實際用起來完全不油膩。稍微在眼周輕輕按摩個幾秒，它就吸收進去了，吸收後的肌膚感覺超柔嫩，有種細緻空隙被填滿的平滑感，觸感超舒服。 它的香味也很加分，是淡雅、舒服的那種，不會太重
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,首先非常感謝ur提供試用機會 🥰 先說說它的氣味是淡雅怡人，有蘭蔻一貫的保香氛氣息，我個人是很喜歡的，再來質地偏向水凝膜，看似偏乳霜但實際上手很好推開化水而足夠保濕。 使用感受明亮保濕是有感的，因為我有鼻子過敏有時候會揉眼睛導致細紋，這罐也能夠好好的呵護細小的紋路，我是以點壓式塗抹，偶爾稍微擦厚一
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,上了35歲之後覺得眼周暗沉淚溝越來越深導致臉看起來很憔悴又顯老，化妝的時候也是遮蓋不住淚溝或是眼周下容易有粉卡的痕跡，才驚覺需要保養了😆 這次試看看小黑眼霜pro來感受一下，小小罐的本來以為很快就沒了但沒想到用起來還蠻省，眼周肌膚變平滑外上妝也比較服貼，而且我可以比較容易遮蔽淚溝痕跡跟黑眼圈，而且塗抹
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,拖了這麼久才寫心得，希望不要被廠商殺了，這次拿到的是提供的試用品，容量不多，但是可以用很多次。 最近真的太忙了，所以到現在才發心得，也是因為如此使用的時間比較長，是真的有好好體驗一下新產品。 年輕的時候用眼霜不小心就會長出肉芽，而且會覺得太油，但也不知道是不是年紀的關係，現在居然不會😅 但現在真的
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,感謝@cosme提供 LANCÔME 蘭蔻- ＜超極限肌因撫紋眼霜5g＞ 試用首創全新「水凝膜質地」，一抹瞬化吸收，再由水轉薄膜密集修護撫紋；夜間可厚敷做為晚安眼膜使用，眼周立即保濕撫紋，隔天上妝不卡紋！眼膜級的修護力遠超業界撫紋眼霜！ 蘭蔻全新PRO級抗老雙星正式集結！由眼及面， 小黑眼霜PR
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,謝謝@cosme及LANCÔME 蘭蔻所提供的試用機會，這次是「超極限肌因撫紋眼霜」的使用 此次為小黑眼霜的縮小版5ML，是一個很好的試用機會 該款內含抗老的微分子β-葡聚醣，密集修護撫紋，舒適不悶不長肉芽 都是晚上洗完臉後使用，手指點取適量輕塗在眼周並輕輕按摩至吸收，推開後就會形成薄膜，並不刺
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,蘭蔻一直都是我的愛用品牌，很高興能夠體驗這個眼霜，我每天早上習慣先擦眼霜在上遮瑕，有時候保濕不好會產生乾紋，然後積線變很顯老不好看，換上這個眼霜，除了每天晚上會擦來保濕，每天早上在上妝前也會成功，表現非常良好，不太會顯乾紋和積線，到了下午遮瑕也服貼，我很滿意，換季也沒有過敏，我很喜歡，保濕能力很足，黑
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,這次有幸抽中試用 LANCOME 超極限肌因撫紋眼霜，一開始看到「水凝膜」這個詞，原本以為會是清爽凝膠狀質地，但實際上質地偏滋潤，甚至有點偏霜狀，對我這種眼周偏乾的人來說反而非常合適。塗起來不會厚重，吸收速度也不錯，稍加按摩後就能與肌膚貼合。 比較特別的是，眼霜本身帶有一點細緻的珠光感，雖然照片不太
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,6,蘭蔻眼霜一直都很想試試 因為之前使用過蘭蔻冰珠亮眼粹 喜歡冰珠按摩眼周 但滋潤度到天氣冷時還是覺得不夠 這次試用的眼霜覺得滋潤度很足 適合冬天使用 我都是化妝水後先猜眼周 用指腹沾一顆綠豆大小 以彈鋼琴的方式點在眼周 之後其他保養品不會在碰到眼周 對於改善黑眼圈我覺得效果有限 早睡覺比較實在 但晚上
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,我最近使用了蘭蔻的超極限肌因撫紋眼霜，質地偏濃稠，使用時需要先在指腹稍微推開再輕拍上眼周，延展性不錯，不容易拉扯到脆弱的眼部肌膚。剛上眼時有一點點潤澤感，但吸收速度蠻快的，不會有油膩或黏膩的不適感。連續使用一段時間後，眼下細紋有比較柔和，妝感也更服貼。整體來說，這款眼霜適合追求抗老效果、但又不喜歡太厚
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,5,使用起來的感覺有變得更潤，眼下會覺得嫩嫩的，很保水，但因為是小試用裝，所以使用的時間不夠長，其他的長期效果目前是沒有明顯額外的感受，不過在化妝的時候因為我眼下會擦遮瑕霜，原本我眼下上遮瑕會蠻容易卡粉 ，但是妝前用超極限肌因撫紋眼霜之後覺得眼下沒有那麼乾，也比較不卡細紋，濕濕潤潤嫩嫩的，妝感更貼還蠻好用
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,"很高興能試用蘭蔻超極限肌因撫紋眼霜 25歲過後很容易眼下有紋路,尤其累的時候會更明顯😢 用了之後可以讓我的眼周紋路拜拜👋 微分子可以深入眼周抗老效果更好, 細紋有明顯淡化,黑眼圈也有比較淡, 眼周附近都比較透亮🤩 平常薄擦晚上厚敷都能❤️ 一抹馬上吸收🧽 女生最討厭的是上妝眼下卡紋,妝前擦眼下不會卡紋"
LANCÔME 蘭蔻,超極限肌因撫紋眼霜,2025/05,7,這次非常開心可以試用蘭蔻的超極限肌因撫紋眼霜。 使用心得只能說太驚艷了! 不同於我預期的液狀質地，它是介於霜跟液態間的關係，保濕度非常夠。 我本身是屬於眼下很薄又乾的體質，擦過很多眼霜都沒有明顯的效果，這次覺得細紋改善很多! 清新淡雅的香氣很舒服，我也嘗試擦在法令紋跟脖子的部分，有效保濕，早上洗完臉
Attenir 艾天然,雪臻優皙潔面乳 ATTENIR DRESS SNOW FACIAL WASH,2025/05,6,感謝有機會抽中Attenir 艾天然 艾天然雪臻優皙潔面乳 Attenir 艾天然 雪臻優皙潔面乳 ATTENIR DRESS SNOW FACIAL WASH 來分享一個讓我的洗臉體驗直接升級到「奢享SPA級潔顏體驗」的秘密武器—— 來自日本專業抗老護理品牌 Attenir 的《雪臻優皙潔面乳 1
Attenir 艾天然,雪臻優皙潔面乳 ATTENIR DRESS SNOW FACIAL WASH,2025/05,6,原本的洗卸二合一用完， 想著要補貨就抽到 Attenir 艾天然！ 嗷嗷嗷～太開心了 這是試用的是Attenir 「艾天然淨顏亮膚卸妝油 柑橘精油香」＋Attenir 「艾天然雪臻優皙潔面乳」， 未說先誇，這次的商品很深得我心！ 已經不太使用卸妝油的我，這次有被Attenir 艾天然驚艷到！ 首
